type,client,tx,amount
withdrawal,150,301,1.5
dispute,150,301,
resolve,150,301,
deposit,150,302,2.0
dispute,150,302,
chargeback,150,302,
deposit,151,302,2.0
dispute,151,302,
resolve,151,302,
withdrawal,151,303,1.5
dispute,151,303,
resolve,151,303,
deposit,151,304,2.0
dispute,151,304,
chargeback,151,304,
deposit,152,304,2.0
dispute,152,304,
resolve,152,304,
withdrawal,152,305,1.5
dispute,152,305,
resolve,152,305,
deposit,152,306,2.0
dispute,152,306,
chargeback,152,306,
deposit,153,306,2.0
dispute,153,306,
resolve,153,306,
withdrawal,153,307,1.5
dispute,153,307,
resolve,153,307,
deposit,153,308,2.0
dispute,153,308,
chargeback,153,308,
deposit,154,308,2.0
dispute,154,308,
resolve,154,308,
withdrawal,154,309,1.5
dispute,154,309,
resolve,154,309,
deposit,154,310,2.0
dispute,154,310,
chargeback,154,310,
deposit,155,310,2.0
dispute,155,310,
resolve,155,310,
withdrawal,155,311,1.5
dispute,155,311,
resolve,155,311,
deposit,155,312,2.0
dispute,155,312,
chargeback,155,312,
deposit,156,312,2.0
dispute,156,312,
resolve,156,312,
withdrawal,156,313,1.5
dispute,156,313,
resolve,156,313,
deposit,156,314,2.0
dispute,156,314,
chargeback,156,314,
deposit,157,314,2.0
dispute,157,314,
resolve,157,314,
withdrawal,157,315,1.5
dispute,157,315,
resolve,157,315,
deposit,157,316,2.0
dispute,157,316,
chargeback,157,316,
deposit,158,316,2.0
dispute,158,316,
resolve,158,316,
withdrawal,158,317,1.5
dispute,158,317,
resolve,158,317,
deposit,158,318,2.0
dispute,158,318,
chargeback,158,318,
deposit,159,318,2.0
dispute,159,318,
resolve,159,318,
withdrawal,159,319,1.5
dispute,159,319,
resolve,159,319,
deposit,159,320,2.0
dispute,159,320,
chargeback,159,320,
deposit,160,320,2.0
dispute,160,320,
resolve,160,320,
withdrawal,160,321,1.5
dispute,160,321,
resolve,160,321,
deposit,160,322,2.0
dispute,160,322,
chargeback,160,322,
deposit,161,322,2.0
dispute,161,322,
resolve,161,322,
withdrawal,161,323,1.5
dispute,161,323,
resolve,161,323,
deposit,161,324,2.0
dispute,161,324,
chargeback,161,324,
deposit,162,324,2.0
dispute,162,324,
resolve,162,324,
withdrawal,162,325,1.5
dispute,162,325,
resolve,162,325,
deposit,162,326,2.0
dispute,162,326,
chargeback,162,326,
deposit,163,326,2.0
dispute,163,326,
resolve,163,326,
withdrawal,163,327,1.5
dispute,163,327,
resolve,163,327,
deposit,163,328,2.0
dispute,163,328,
chargeback,163,328,
deposit,164,328,2.0
dispute,164,328,
resolve,164,328,
withdrawal,164,329,1.5
dispute,164,329,
resolve,164,329,
deposit,164,330,2.0
dispute,164,330,
chargeback,164,330,
deposit,165,330,2.0
dispute,165,330,
resolve,165,330,
withdrawal,165,331,1.5
dispute,165,331,
resolve,165,331,
deposit,165,332,2.0
dispute,165,332,
chargeback,165,332,
deposit,166,332,2.0
dispute,166,332,
resolve,166,332,
withdrawal,166,333,1.5
dispute,166,333,
resolve,166,333,
deposit,166,334,2.0
dispute,166,334,
chargeback,166,334,
deposit,167,334,2.0
dispute,167,334,
resolve,167,334,
withdrawal,167,335,1.5
dispute,167,335,
resolve,167,335,
deposit,167,336,2.0
dispute,167,336,
chargeback,167,336,
deposit,168,336,2.0
dispute,168,336,
resolve,168,336,
withdrawal,168,337,1.5
dispute,168,337,
resolve,168,337,
deposit,168,338,2.0
dispute,168,338,
chargeback,168,338,
deposit,169,338,2.0
dispute,169,338,
resolve,169,338,
withdrawal,169,339,1.5
dispute,169,339,
resolve,169,339,
deposit,169,340,2.0
dispute,169,340,
chargeback,169,340,
deposit,170,340,2.0
dispute,170,340,
resolve,170,340,
withdrawal,170,341,1.5
dispute,170,341,
resolve,170,341,
deposit,170,342,2.0
dispute,170,342,
chargeback,170,342,
deposit,171,342,2.0
dispute,171,342,
resolve,171,342,
withdrawal,171,343,1.5
dispute,171,343,
resolve,171,343,
deposit,171,344,2.0
dispute,171,344,
chargeback,171,344,
deposit,172,344,2.0
dispute,172,344,
resolve,172,344,
withdrawal,172,345,1.5
dispute,172,345,
resolve,172,345,
deposit,172,346,2.0
dispute,172,346,
chargeback,172,346,
deposit,173,346,2.0
dispute,173,346,
resolve,173,346,
withdrawal,173,347,1.5
dispute,173,347,
resolve,173,347,
deposit,173,348,2.0
dispute,173,348,
chargeback,173,348,
deposit,174,348,2.0
dispute,174,348,
resolve,174,348,
withdrawal,174,349,1.5
dispute,174,349,
resolve,174,349,
deposit,174,350,2.0
dispute,174,350,
chargeback,174,350,
deposit,175,350,2.0
dispute,175,350,
resolve,175,350,
withdrawal,175,351,1.5
dispute,175,351,
resolve,175,351,
deposit,175,352,2.0
dispute,175,352,
chargeback,175,352,
deposit,176,352,2.0
dispute,176,352,
resolve,176,352,
withdrawal,176,353,1.5
dispute,176,353,
resolve,176,353,
deposit,176,354,2.0
dispute,176,354,
chargeback,176,354,
deposit,177,354,2.0
dispute,177,354,
resolve,177,354,
withdrawal,177,355,1.5
dispute,177,355,
resolve,177,355,
deposit,177,356,2.0
dispute,177,356,
chargeback,177,356,
deposit,178,356,2.0
dispute,178,356,
resolve,178,356,
withdrawal,178,357,1.5
dispute,178,357,
resolve,178,357,
deposit,178,358,2.0
dispute,178,358,
chargeback,178,358,
deposit,179,358,2.0
dispute,179,358,
resolve,179,358,
withdrawal,179,359,1.5
dispute,179,359,
resolve,179,359,
deposit,179,360,2.0
dispute,179,360,
chargeback,179,360,
deposit,180,360,2.0
dispute,180,360,
resolve,180,360,
withdrawal,180,361,1.5
dispute,180,361,
resolve,180,361,
deposit,180,362,2.0
dispute,180,362,
chargeback,180,362,
deposit,181,362,2.0
dispute,181,362,
resolve,181,362,
withdrawal,181,363,1.5
dispute,181,363,
resolve,181,363,
deposit,181,364,2.0
dispute,181,364,
chargeback,181,364,
deposit,182,364,2.0
dispute,182,364,
resolve,182,364,
withdrawal,182,365,1.5
dispute,182,365,
resolve,182,365,
deposit,182,366,2.0
dispute,182,366,
chargeback,182,366,
deposit,183,366,2.0
dispute,183,366,
resolve,183,366,
withdrawal,183,367,1.5
dispute,183,367,
resolve,183,367,
deposit,183,368,2.0
dispute,183,368,
chargeback,183,368,
deposit,184,368,2.0
dispute,184,368,
resolve,184,368,
withdrawal,184,369,1.5
dispute,184,369,
resolve,184,369,
deposit,184,370,2.0
dispute,184,370,
chargeback,184,370,
deposit,185,370,2.0
dispute,185,370,
resolve,185,370,
withdrawal,185,371,1.5
dispute,185,371,
resolve,185,371,
deposit,185,372,2.0
dispute,185,372,
chargeback,185,372,
deposit,186,372,2.0
dispute,186,372,
resolve,186,372,
withdrawal,186,373,1.5
dispute,186,373,
resolve,186,373,
deposit,186,374,2.0
dispute,186,374,
chargeback,186,374,
deposit,187,374,2.0
dispute,187,374,
resolve,187,374,
withdrawal,187,375,1.5
dispute,187,375,
resolve,187,375,
deposit,187,376,2.0
dispute,187,376,
chargeback,187,376,
deposit,188,376,2.0
dispute,188,376,
resolve,188,376,
withdrawal,188,377,1.5
dispute,188,377,
resolve,188,377,
deposit,188,378,2.0
dispute,188,378,
chargeback,188,378,
deposit,189,378,2.0
dispute,189,378,
resolve,189,378,
withdrawal,189,379,1.5
dispute,189,379,
resolve,189,379,
deposit,189,380,2.0
dispute,189,380,
chargeback,189,380,
deposit,190,380,2.0
dispute,190,380,
resolve,190,380,
withdrawal,190,381,1.5
dispute,190,381,
resolve,190,381,
deposit,190,382,2.0
dispute,190,382,
chargeback,190,382,
deposit,191,382,2.0
dispute,191,382,
resolve,191,382,
withdrawal,191,383,1.5
dispute,191,383,
resolve,191,383,
deposit,191,384,2.0
dispute,191,384,
chargeback,191,384,
deposit,192,384,2.0
dispute,192,384,
resolve,192,384,
withdrawal,192,385,1.5
dispute,192,385,
resolve,192,385,
deposit,192,386,2.0
dispute,192,386,
chargeback,192,386,
deposit,193,386,2.0
dispute,193,386,
resolve,193,386,
withdrawal,193,387,1.5
dispute,193,387,
resolve,193,387,
deposit,193,388,2.0
dispute,193,388,
chargeback,193,388,
deposit,194,388,2.0
dispute,194,388,
resolve,194,388,
withdrawal,194,389,1.5
dispute,194,389,
resolve,194,389,
deposit,194,390,2.0
dispute,194,390,
chargeback,194,390,
deposit,195,390,2.0
dispute,195,390,
resolve,195,390,
withdrawal,195,391,1.5
dispute,195,391,
resolve,195,391,
deposit,195,392,2.0
dispute,195,392,
chargeback,195,392,
deposit,196,392,2.0
dispute,196,392,
resolve,196,392,
withdrawal,196,393,1.5
dispute,196,393,
resolve,196,393,
deposit,196,394,2.0
dispute,196,394,
chargeback,196,394,
deposit,197,394,2.0
dispute,197,394,
resolve,197,394,
withdrawal,197,395,1.5
dispute,197,395,
resolve,197,395,
deposit,197,396,2.0
dispute,197,396,
chargeback,197,396,
deposit,198,396,2.0
dispute,198,396,
resolve,198,396,
withdrawal,198,397,1.5
dispute,198,397,
resolve,198,397,
deposit,198,398,2.0
dispute,198,398,
chargeback,198,398,
deposit,199,398,2.0
dispute,199,398,
resolve,199,398,
withdrawal,199,399,1.5
dispute,199,399,
resolve,199,399,
deposit,199,400,2.0
dispute,199,400,
chargeback,199,400,
deposit,200,400,2.0
dispute,200,400,
resolve,200,400,
withdrawal,200,401,1.5
dispute,200,401,
resolve,200,401,
deposit,200,402,2.0
dispute,200,402,
chargeback,200,402,
deposit,201,402,2.0
dispute,201,402,
resolve,201,402,
withdrawal,201,403,1.5
dispute,201,403,
resolve,201,403,
deposit,201,404,2.0
dispute,201,404,
chargeback,201,404,
deposit,202,404,2.0
dispute,202,404,
resolve,202,404,
withdrawal,202,405,1.5
dispute,202,405,
resolve,202,405,
deposit,202,406,2.0
dispute,202,406,
chargeback,202,406,
deposit,203,406,2.0
dispute,203,406,
resolve,203,406,
withdrawal,203,407,1.5
dispute,203,407,
resolve,203,407,
deposit,203,408,2.0
dispute,203,408,
chargeback,203,408,
deposit,204,408,2.0
dispute,204,408,
resolve,204,408,
withdrawal,204,409,1.5
dispute,204,409,
resolve,204,409,
deposit,204,410,2.0
dispute,204,410,
chargeback,204,410,
deposit,205,410,2.0
dispute,205,410,
resolve,205,410,
withdrawal,205,411,1.5
dispute,205,411,
resolve,205,411,
deposit,205,412,2.0
dispute,205,412,
chargeback,205,412,
deposit,206,412,2.0
dispute,206,412,
resolve,206,412,
withdrawal,206,413,1.5
dispute,206,413,
resolve,206,413,
deposit,206,414,2.0
dispute,206,414,
chargeback,206,414,
deposit,207,414,2.0
dispute,207,414,
resolve,207,414,
withdrawal,207,415,1.5
dispute,207,415,
resolve,207,415,
deposit,207,416,2.0
dispute,207,416,
chargeback,207,416,
deposit,208,416,2.0
dispute,208,416,
resolve,208,416,
withdrawal,208,417,1.5
dispute,208,417,
resolve,208,417,
deposit,208,418,2.0
dispute,208,418,
chargeback,208,418,
deposit,209,418,2.0
dispute,209,418,
resolve,209,418,
withdrawal,209,419,1.5
dispute,209,419,
resolve,209,419,
deposit,209,420,2.0
dispute,209,420,
chargeback,209,420,
deposit,210,420,2.0
dispute,210,420,
resolve,210,420,
withdrawal,210,421,1.5
dispute,210,421,
resolve,210,421,
deposit,210,422,2.0
dispute,210,422,
chargeback,210,422,
deposit,211,422,2.0
dispute,211,422,
resolve,211,422,
withdrawal,211,423,1.5
dispute,211,423,
resolve,211,423,
deposit,211,424,2.0
dispute,211,424,
chargeback,211,424,
deposit,212,424,2.0
dispute,212,424,
resolve,212,424,
withdrawal,212,425,1.5
dispute,212,425,
resolve,212,425,
deposit,212,426,2.0
dispute,212,426,
chargeback,212,426,
deposit,213,426,2.0
dispute,213,426,
resolve,213,426,
withdrawal,213,427,1.5
dispute,213,427,
resolve,213,427,
deposit,213,428,2.0
dispute,213,428,
chargeback,213,428,
deposit,214,428,2.0
dispute,214,428,
resolve,214,428,
withdrawal,214,429,1.5
dispute,214,429,
resolve,214,429,
deposit,214,430,2.0
dispute,214,430,
chargeback,214,430,
deposit,215,430,2.0
dispute,215,430,
resolve,215,430,
withdrawal,215,431,1.5
dispute,215,431,
resolve,215,431,
deposit,215,432,2.0
dispute,215,432,
chargeback,215,432,
deposit,216,432,2.0
dispute,216,432,
resolve,216,432,
withdrawal,216,433,1.5
dispute,216,433,
resolve,216,433,
deposit,216,434,2.0
dispute,216,434,
chargeback,216,434,
deposit,217,434,2.0
dispute,217,434,
resolve,217,434,
withdrawal,217,435,1.5
dispute,217,435,
resolve,217,435,
deposit,217,436,2.0
dispute,217,436,
chargeback,217,436,
deposit,218,436,2.0
dispute,218,436,
resolve,218,436,
withdrawal,218,437,1.5
dispute,218,437,
resolve,218,437,
deposit,218,438,2.0
dispute,218,438,
chargeback,218,438,
deposit,219,438,2.0
dispute,219,438,
resolve,219,438,
withdrawal,219,439,1.5
dispute,219,439,
resolve,219,439,
deposit,219,440,2.0
dispute,219,440,
chargeback,219,440,
deposit,220,440,2.0
dispute,220,440,
resolve,220,440,
withdrawal,220,441,1.5
dispute,220,441,
resolve,220,441,
deposit,220,442,2.0
dispute,220,442,
chargeback,220,442,
deposit,221,442,2.0
dispute,221,442,
resolve,221,442,
withdrawal,221,443,1.5
dispute,221,443,
resolve,221,443,
deposit,221,444,2.0
dispute,221,444,
chargeback,221,444,
deposit,222,444,2.0
dispute,222,444,
resolve,222,444,
withdrawal,222,445,1.5
dispute,222,445,
resolve,222,445,
deposit,222,446,2.0
dispute,222,446,
chargeback,222,446,
deposit,223,446,2.0
dispute,223,446,
resolve,223,446,
withdrawal,223,447,1.5
dispute,223,447,
resolve,223,447,
deposit,223,448,2.0
dispute,223,448,
chargeback,223,448,
deposit,224,448,2.0
dispute,224,448,
resolve,224,448,
withdrawal,224,449,1.5
dispute,224,449,
resolve,224,449,
deposit,224,450,2.0
dispute,224,450,
chargeback,224,450,
deposit,225,450,2.0
dispute,225,450,
resolve,225,450,
withdrawal,225,451,1.5
dispute,225,451,
resolve,225,451,
deposit,225,452,2.0
dispute,225,452,
chargeback,225,452,
deposit,226,452,2.0
dispute,226,452,
resolve,226,452,
withdrawal,226,453,1.5
dispute,226,453,
resolve,226,453,
deposit,226,454,2.0
dispute,226,454,
chargeback,226,454,
deposit,227,454,2.0
dispute,227,454,
resolve,227,454,
withdrawal,227,455,1.5
dispute,227,455,
resolve,227,455,
deposit,227,456,2.0
dispute,227,456,
chargeback,227,456,
deposit,228,456,2.0
dispute,228,456,
resolve,228,456,
withdrawal,228,457,1.5
dispute,228,457,
resolve,228,457,
deposit,228,458,2.0
dispute,228,458,
chargeback,228,458,
deposit,229,458,2.0
dispute,229,458,
resolve,229,458,
withdrawal,229,459,1.5
dispute,229,459,
resolve,229,459,
deposit,229,460,2.0
dispute,229,460,
chargeback,229,460,
deposit,230,460,2.0
dispute,230,460,
resolve,230,460,
withdrawal,230,461,1.5
dispute,230,461,
resolve,230,461,
deposit,230,462,2.0
dispute,230,462,
chargeback,230,462,
deposit,231,462,2.0
dispute,231,462,
resolve,231,462,
withdrawal,231,463,1.5
dispute,231,463,
resolve,231,463,
deposit,231,464,2.0
dispute,231,464,
chargeback,231,464,
deposit,232,464,2.0
dispute,232,464,
resolve,232,464,
withdrawal,232,465,1.5
dispute,232,465,
resolve,232,465,
deposit,232,466,2.0
dispute,232,466,
chargeback,232,466,
deposit,233,466,2.0
dispute,233,466,
resolve,233,466,
withdrawal,233,467,1.5
dispute,233,467,
resolve,233,467,
deposit,233,468,2.0
dispute,233,468,
chargeback,233,468,
deposit,234,468,2.0
dispute,234,468,
resolve,234,468,
withdrawal,234,469,1.5
dispute,234,469,
resolve,234,469,
deposit,234,470,2.0
dispute,234,470,
chargeback,234,470,
deposit,235,470,2.0
dispute,235,470,
resolve,235,470,
withdrawal,235,471,1.5
dispute,235,471,
resolve,235,471,
deposit,235,472,2.0
dispute,235,472,
chargeback,235,472,
deposit,236,472,2.0
dispute,236,472,
resolve,236,472,
withdrawal,236,473,1.5
dispute,236,473,
resolve,236,473,
deposit,236,474,2.0
dispute,236,474,
chargeback,236,474,
deposit,237,474,2.0
dispute,237,474,
resolve,237,474,
withdrawal,237,475,1.5
dispute,237,475,
resolve,237,475,
deposit,237,476,2.0
dispute,237,476,
chargeback,237,476,
deposit,238,476,2.0
dispute,238,476,
resolve,238,476,
withdrawal,238,477,1.5
dispute,238,477,
resolve,238,477,
deposit,238,478,2.0
dispute,238,478,
chargeback,238,478,
deposit,239,478,2.0
dispute,239,478,
resolve,239,478,
withdrawal,239,479,1.5
dispute,239,479,
resolve,239,479,
deposit,239,480,2.0
dispute,239,480,
chargeback,239,480,
deposit,240,480,2.0
dispute,240,480,
resolve,240,480,
withdrawal,240,481,1.5
dispute,240,481,
resolve,240,481,
deposit,240,482,2.0
dispute,240,482,
chargeback,240,482,
deposit,241,482,2.0
dispute,241,482,
resolve,241,482,
withdrawal,241,483,1.5
dispute,241,483,
resolve,241,483,
deposit,241,484,2.0
dispute,241,484,
chargeback,241,484,
deposit,242,484,2.0
dispute,242,484,
resolve,242,484,
withdrawal,242,485,1.5
dispute,242,485,
resolve,242,485,
deposit,242,486,2.0
dispute,242,486,
chargeback,242,486,
deposit,243,486,2.0
dispute,243,486,
resolve,243,486,
withdrawal,243,487,1.5
dispute,243,487,
resolve,243,487,
deposit,243,488,2.0
dispute,243,488,
chargeback,243,488,
deposit,244,488,2.0
dispute,244,488,
resolve,244,488,
withdrawal,244,489,1.5
dispute,244,489,
resolve,244,489,
deposit,244,490,2.0
dispute,244,490,
chargeback,244,490,
deposit,245,490,2.0
dispute,245,490,
resolve,245,490,
withdrawal,245,491,1.5
dispute,245,491,
resolve,245,491,
deposit,245,492,2.0
dispute,245,492,
chargeback,245,492,
deposit,246,492,2.0
dispute,246,492,
resolve,246,492,
withdrawal,246,493,1.5
dispute,246,493,
resolve,246,493,
deposit,246,494,2.0
dispute,246,494,
chargeback,246,494,
deposit,247,494,2.0
dispute,247,494,
resolve,247,494,
withdrawal,247,495,1.5
dispute,247,495,
resolve,247,495,
deposit,247,496,2.0
dispute,247,496,
chargeback,247,496,
deposit,248,496,2.0
dispute,248,496,
resolve,248,496,
withdrawal,248,497,1.5
dispute,248,497,
resolve,248,497,
deposit,248,498,2.0
dispute,248,498,
chargeback,248,498,
deposit,249,498,2.0
dispute,249,498,
resolve,249,498,
withdrawal,249,499,1.5
dispute,249,499,
resolve,249,499,
deposit,249,500,2.0
dispute,249,500,
chargeback,249,500,
deposit,250,500,2.0
dispute,250,500,
resolve,250,500,
withdrawal,250,501,1.5
dispute,250,501,
resolve,250,501,
deposit,250,502,2.0
dispute,250,502,
chargeback,250,502,
deposit,251,502,2.0
dispute,251,502,
resolve,251,502,
withdrawal,251,503,1.5
dispute,251,503,
resolve,251,503,
deposit,251,504,2.0
dispute,251,504,
chargeback,251,504,
deposit,252,504,2.0
dispute,252,504,
resolve,252,504,
withdrawal,252,505,1.5
dispute,252,505,
resolve,252,505,
deposit,252,506,2.0
dispute,252,506,
chargeback,252,506,
deposit,253,506,2.0
dispute,253,506,
resolve,253,506,
withdrawal,253,507,1.5
dispute,253,507,
resolve,253,507,
deposit,253,508,2.0
dispute,253,508,
chargeback,253,508,
deposit,254,508,2.0
dispute,254,508,
resolve,254,508,
withdrawal,254,509,1.5
dispute,254,509,
resolve,254,509,
deposit,254,510,2.0
dispute,254,510,
chargeback,254,510,
deposit,255,510,2.0
dispute,255,510,
resolve,255,510,
withdrawal,255,511,1.5
dispute,255,511,
resolve,255,511,
deposit,255,512,2.0
dispute,255,512,
chargeback,255,512,
deposit,256,512,2.0
dispute,256,512,
resolve,256,512,
withdrawal,256,513,1.5
dispute,256,513,
resolve,256,513,
deposit,256,514,2.0
dispute,256,514,
chargeback,256,514,
deposit,257,514,2.0
dispute,257,514,
resolve,257,514,
withdrawal,257,515,1.5
dispute,257,515,
resolve,257,515,
deposit,257,516,2.0
dispute,257,516,
chargeback,257,516,
deposit,258,516,2.0
dispute,258,516,
resolve,258,516,
withdrawal,258,517,1.5
dispute,258,517,
resolve,258,517,
deposit,258,518,2.0
dispute,258,518,
chargeback,258,518,
deposit,259,518,2.0
dispute,259,518,
resolve,259,518,
withdrawal,259,519,1.5
dispute,259,519,
resolve,259,519,
deposit,259,520,2.0
dispute,259,520,
chargeback,259,520,
deposit,260,520,2.0
dispute,260,520,
resolve,260,520,
withdrawal,260,521,1.5
dispute,260,521,
resolve,260,521,
deposit,260,522,2.0
dispute,260,522,
chargeback,260,522,
deposit,261,522,2.0
dispute,261,522,
resolve,261,522,
withdrawal,261,523,1.5
dispute,261,523,
resolve,261,523,
deposit,261,524,2.0
dispute,261,524,
chargeback,261,524,
deposit,262,524,2.0
dispute,262,524,
resolve,262,524,
withdrawal,262,525,1.5
dispute,262,525,
resolve,262,525,
deposit,262,526,2.0
dispute,262,526,
chargeback,262,526,
deposit,263,526,2.0
dispute,263,526,
resolve,263,526,
withdrawal,263,527,1.5
dispute,263,527,
resolve,263,527,
deposit,263,528,2.0
dispute,263,528,
chargeback,263,528,
deposit,264,528,2.0
dispute,264,528,
resolve,264,528,
withdrawal,264,529,1.5
dispute,264,529,
resolve,264,529,
deposit,264,530,2.0
dispute,264,530,
chargeback,264,530,
deposit,265,530,2.0
dispute,265,530,
resolve,265,530,
withdrawal,265,531,1.5
dispute,265,531,
resolve,265,531,
deposit,265,532,2.0
dispute,265,532,
chargeback,265,532,
deposit,266,532,2.0
dispute,266,532,
resolve,266,532,
withdrawal,266,533,1.5
dispute,266,533,
resolve,266,533,
deposit,266,534,2.0
dispute,266,534,
chargeback,266,534,
deposit,267,534,2.0
dispute,267,534,
resolve,267,534,
withdrawal,267,535,1.5
dispute,267,535,
resolve,267,535,
deposit,267,536,2.0
dispute,267,536,
chargeback,267,536,
deposit,268,536,2.0
dispute,268,536,
resolve,268,536,
withdrawal,268,537,1.5
dispute,268,537,
resolve,268,537,
deposit,268,538,2.0
dispute,268,538,
chargeback,268,538,
deposit,269,538,2.0
dispute,269,538,
resolve,269,538,
withdrawal,269,539,1.5
dispute,269,539,
resolve,269,539,
deposit,269,540,2.0
dispute,269,540,
chargeback,269,540,
deposit,270,540,2.0
dispute,270,540,
resolve,270,540,
withdrawal,270,541,1.5
dispute,270,541,
resolve,270,541,
deposit,270,542,2.0
dispute,270,542,
chargeback,270,542,
deposit,271,542,2.0
dispute,271,542,
resolve,271,542,
withdrawal,271,543,1.5
dispute,271,543,
resolve,271,543,
deposit,271,544,2.0
dispute,271,544,
chargeback,271,544,
deposit,272,544,2.0
dispute,272,544,
resolve,272,544,
withdrawal,272,545,1.5
dispute,272,545,
resolve,272,545,
deposit,272,546,2.0
dispute,272,546,
chargeback,272,546,
deposit,273,546,2.0
dispute,273,546,
resolve,273,546,
withdrawal,273,547,1.5
dispute,273,547,
resolve,273,547,
deposit,273,548,2.0
dispute,273,548,
chargeback,273,548,
deposit,274,548,2.0
dispute,274,548,
resolve,274,548,
withdrawal,274,549,1.5
dispute,274,549,
resolve,274,549,
deposit,274,550,2.0
dispute,274,550,
chargeback,274,550,
deposit,275,550,2.0
dispute,275,550,
resolve,275,550,
withdrawal,275,551,1.5
dispute,275,551,
resolve,275,551,
deposit,275,552,2.0
dispute,275,552,
chargeback,275,552,
deposit,276,552,2.0
dispute,276,552,
resolve,276,552,
withdrawal,276,553,1.5
dispute,276,553,
